"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US0662364","Rocklin city, California","21206","1408","3.3","1.6","0.7","0.7","3.6","1.7","4.7","2.3","8.6","3.1","14.5","3.3","18.1","4.4","20.0","4.4","13.0","3.3","13.6","3.3","94352","6398","116084","8533","36.5","(X)","(X)","(X)","(X)","(X)","15026","1119","N","N","6180","1225","1.2","1.3","N","N","8.6","4.8","0.4","0.6","N","N","1.4","1.3","1.8","1.3","N","N","7.9","4.5","2.9","1.7","N","N","9.1","6.6","5.7","3.0","N","N","20.9","9.3","12.9","4.0","N","N","17.2","6.9","21.1","6.0","N","N","14.3","6.1","22.2","5.5","N","N","12.7","6.6","15.1","4.0","N","N","2.4","3.0","16.8","4.3","N","N","5.6","6.1","108028","20556","131779","12001","51403","9708","131895","10663","N","N","69918","12987","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.7","(X)",
"1600000US0662938","Roseville city, California","51727","1500","4.9","1.5","2.7","1.4","7.6","1.7","6.0","2.0","9.2","2.0","12.7","2.3","12.7","2.4","20.1","3.5","10.5","2.0","13.7","2.6","87581","8665","108927","6715","30.1","(X)","(X)","(X)","(X)","(X)","35359","1607","26798","1616","16368","1876","2.5","1.4","1.8","1.6","10.6","3.5","2.2","1.5","0.8","1.1","5.2","3.0","4.0","1.6","2.5","1.8","15.9","4.0","4.9","1.8","2.9","1.4","9.0","4.1","6.8","2.2","6.4","2.3","15.0","4.3","12.4","2.7","11.5","3.3","12.6","3.7","14.0","2.7","11.2","3.0","11.4","4.2","23.3","4.1","25.9","4.6","11.0","3.8","14.0","2.7","16.4","3.2","3.9","1.8","15.9","3.3","20.6","4.3","5.4","3.2","102117","7598","123769","11366","44388","5697","124515","7773","N","N","65866","10331","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)",
"1600000US0664000","Sacramento city, California","182677","3860","5.5","0.9","5.4","0.8","8.2","1.0","7.7","1.0","11.8","1.3","18.4","1.6","13.4","1.4","15.8","1.4","7.1","0.9","6.8","0.8","65046","2728","84981","4042","33.4","(X)","(X)","(X)","(X)","(X)","109655","3343","73233","2994","73022","4161","3.5","1.1","1.6","0.9","9.2","1.7","2.0","0.6","1.1","0.6","10.9","1.9","7.1","1.3","5.8","1.3","11.1","1.9","8.1","1.5","5.8","1.6","7.8","1.5","11.1","1.8","9.3","2.0","11.9","2.2","17.7","2.0","16.9","2.2","19.4","2.5","15.2","2.2","15.5","2.8","10.2","1.8","17.6","1.8","21.3","2.5","12.6","1.7","9.0","1.3","11.5","1.8","3.8","1.1","8.7","1.3","11.1","1.6","3.0","0.9","75604","3186","89423","4263","48435","3758","97859","6168","110724","5084","61981","3180","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)",
"1600000US0664224","Salinas city, California","39881","1875","3.9","1.4","2.8","1.4","8.3","2.2","9.1","2.2","14.1","2.7","24.0","3.6","12.8","2.5","16.2","2.8","4.4","1.5","4.3","1.5","60965","2801","77378","5205","36.9","(X)","(X)","(X)","(X)","(X)","32442","1751","20650","1605","7439","1333","1.9","1.1","0.9","0.7","13.7","6.0","3.5","1.6","1.6","1.6","8.5","5.3","9.4","2.6","4.6","2.1","9.9","5.0","8.0","2.3","6.7","2.7","13.4","6.3","13.7","2.9","13.5","3.4","16.3","5.3","24.2","3.9","26.2","5.1","22.1","6.1","13.7","2.6","14.2","3.8","4.1","2.8","16.6","3.4","18.9","4.0","8.9","4.2","4.4","1.7","6.8","2.8","0.8","1.4","4.6","1.8","6.6","2.8","2.2","2.5","61508","4031","69117","6928","41013","8068","79060","6181","N","N","52425","11346","(X)","(X)","(X)","(X)","(X)","(X)","36.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)",
"1600000US0665000","San Bernardino city, California","58972","2588","7.3","1.6","6.7","1.9","11.9","2.2","11.8","2.4","12.4","2.0","19.6","2.6","11.6","1.7","11.5","2.3","4.3","1.4","2.9","1.1","49791","4300","62478","3850","36.6","(X)","(X)","(X)","(X)","(X)","43838","1565","25733","1856","15134","2024","7.5","2.2","1.9","1.4","12.8","4.0","4.7","1.9","1.9","1.1","14.0","4.4","9.0","2.0","8.0","2.9","20.8","5.7","10.7","2.6","8.1","2.9","13.2","4.6","14.7","2.3","12.3","3.1","7.8","3.6","20.3","2.9","24.1","4.2","16.7","4.9","12.7","2.3","14.5","3.1","7.2","3.3","12.6","2.9","17.1","4.3","5.4","2.6","4.5","1.7","7.0","2.6","0.8","0.8","3.3","1.5","5.1","2.4","1.4","1.4","52461","5570","68398","6345","26211","3719","66625","4704","N","N","40199","4525","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)",
"1600000US0665042","San Buenaventura (Ventura) city, California","42744","2725","3.0","1.2","4.2","2.0","6.6","2.1","7.3","2.2","12.3","2.4","14.8","3.1","14.6","2.9","19.4","3.5","9.3","1.7","8.5","2.0","76235","3454","93353","4748","38.6","(X)","(X)","(X)","(X)","(X)","27300","1441","N","N","15444","2492","1.7","1.2","N","N","5.7","2.5","2.2","1.7","N","N","8.3","4.2","5.3","2.9","N","N","11.2","4.2","8.4","3.1","N","N","8.7","3.4","11.3","2.9","N","N","14.2","4.6","13.0","3.4","N","N","15.7","5.7","18.0","3.8","N","N","7.9","4.0","19.3","4.4","N","N","18.8","5.3","10.9","2.2","N","N","4.5","2.8","10.0","2.6","N","N","5.1","2.5","82482","8290","99019","8982","51656","6396","102389","6496","N","N","71765","8390","(X)","(X)","(X)","(X)","(X)","(X)","40.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)",
"1600000US0665084","San Clemente city, California","23213","1418","3.1","1.8","3.0","2.2","5.7","2.8","4.7","2.5","9.5","3.4","9.7","3.4","11.5","2.8","18.5","4.8","10.9","3.0","23.4","4.7","104213","20779","157001","17827","35.1","(X)","(X)","(X)","(X)","(X)","16982","1029","N","N","6231","1298","1.6","1.1","N","N","7.2","6.3","1.3","1.4","N","N","9.7","7.8","2.5","2.6","N","N","14.2","7.0","4.8","3.1","N","N","4.6","4.1","10.0","4.3","N","N","10.7","6.2","8.0","3.5","N","N","12.1","7.4","8.9","3.1","N","N","16.3","7.2","21.6","6.3","N","N","12.6","5.5","12.0","3.6","N","N","6.8","5.0","29.4","6.3","N","N","5.7","4.2","134239","10940","147624","16757","55021","11880","178762","23251","N","N","92536","26437","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)",
"1600000US0666000","San Diego city, California","513698","6704","4.3","0.5","3.5","0.4","6.7","0.7","6.9","0.6","10.5","0.8","15.6","0.8","12.6","0.8","17.7","0.9","10.2","0.7","11.9","0.6","79646","2067","108132","2424","34.1","(X)","(X)","(X)","(X)","(X)","314252","5793","227671","4768","199446","7015","3.1","0.6","1.2","0.4","7.3","1.1","1.8","0.4","0.8","0.3","6.6","0.9","5.7","0.9","3.4","0.7","8.6","1.1","6.3","0.7","4.8","0.6","8.0","1.1","10.3","1.0","8.3","1.0","11.4","1.2","14.6","1.1","12.9","1.2","17.5","1.6","11.2","0.8","11.5","1.1","14.5","1.6","19.8","1.1","22.4","1.4","14.0","1.4","12.0","1.1","14.8","1.4","6.2","0.9","15.3","0.7","20.0","1.0","5.8","1.2","92773","3390","114052","3922","60119","3344","123488","2872","144779","3641","79844","4074","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.1","(X)",
"1600000US0667000","San Francisco city, California","362827","5010","5.3","0.7","4.3","0.6","6.0","0.8","4.9","0.6","6.3","0.7","10.1","0.9","8.8","0.8","14.2","1.0","11.5","0.9","28.5","1.2","112376","4192","166893","5074","36.3","(X)","(X)","(X)","(X)","(X)","178643","5676","137539","5091","184184","5941","2.5","0.6","1.2","0.5","8.1","1.2","1.3","0.4","0.9","0.4","7.4","1.1","4.6","0.9","4.0","1.0","7.5","1.1","4.6","0.9","3.9","0.9","5.3","0.9","6.2","1.2","4.2","1.1","6.8","0.9","10.3","1.1","9.5","1.3","10.3","1.3","10.3","1.1","9.4","1.3","7.7","1.2","14.4","1.3","13.1","1.4","14.1","1.4","12.0","1.3","12.9","1.5","10.8","1.2","33.8","1.8","40.9","2.2","22.1","1.8","131253","7636","164073","8036","88771","5257","198515","8337","228180","10466","131364","5847","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)",
"1600000US0668000","San Jose city, California","327848","4136","3.3","0.5","3.0","0.5","4.5","0.6","4.7","0.7","6.8","0.7","12.6","0.9","10.0","0.8","18.2","1.1","12.6","0.8","24.5","1.1","113036","3525","146216","3458","35.1","(X)","(X)","(X)","(X)","(X)","238628","4488","181569","5352","89220","4586","1.8","0.4","0.9","0.3","8.4","1.5","1.5","0.5","0.9","0.4","7.3","1.6","3.9","0.6","2.8","0.6","6.8","1.2","3.9","0.7","2.4","0.6","7.2","1.4","6.5","0.8","5.2","0.8","8.8","1.6","12.1","1.1","10.2","1.3","14.0","1.8","9.6","0.9","8.7","1.0","11.0","2.0","19.0","1.4","20.0","1.6","16.4","1.9","13.9","0.9","15.3","1.2","8.5","1.6","27.9","1.4","33.6","1.7","11.7","2.0","126462","5246","146983","6046","69080","4768","160431","4053","180349","4979","97621","6336","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)",
"1600000US0668084","San Leandro city, California","30749","1698","2.7","1.3","1.9","1.3","6.8","2.8","5.4","2.5","9.9","2.5","18.5","4.6","11.5","2.7","22.5","4.1","9.0","2.7","11.8","2.8","81722","8037","104399","8433","34.2","(X)","(X)","(X)","(X)","(X)","21028","1149","N","N","9721","1600","0.9","0.9","N","N","6.5","3.6","0.6","0.7","N","N","4.6","3.8","3.9","2.2","N","N","13.1","6.3","3.7","2.5","N","N","9.1","5.9","10.1","3.5","N","N","14.2","5.7","19.9","5.8","N","N","13.7","5.7","12.5","3.7","N","N","10.2","5.6","22.6","4.7","N","N","20.5","7.0","10.4","3.3","N","N","4.5","3.8","15.4","3.8","N","N","3.7","2.4","92670","16557","106092","20565","52929","15471","116929","10642","N","N","72891","10223","(X)","(X)","(X)","(X)","(X)","(X)","37.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)",
"1600000US0668196","San Marcos city, California","30118","2234","5.9","2.7","2.7","2.4","7.6","2.9","7.3","2.6","12.6","3.5","14.5","3.9","9.8","2.7","18.2","4.3","8.8","2.5","12.7","3.4","74092","5945","103790","12266","30.3","(X)","(X)","(X)","(X)","(X)","21757","1485","N","N","8361","1839","2.0","1.6","N","N","15.9","7.6","2.0","2.1","N","N","4.4","4.8","6.0","2.7","N","N","15.6","7.1","5.8","2.5","N","N","12.4","6.3","8.5","3.2","N","N","19.9","8.4","14.8","4.2","N","N","15.0","8.2","10.3","3.4","N","N","6.4","4.3","23.5","5.4","N","N","5.6","4.7","11.9","3.3","N","N","1.0","1.7","15.1","4.4","N","N","3.8","3.2","100509","21688","117407","14506","36075","8125","120922","14031","N","N","52817","14539","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.1","(X)",
"1600000US0668252","San Mateo city, California","38951","1626","3.6","1.5","2.7","1.4","3.1","1.4","3.6","1.6","5.4","1.9","8.4","1.8","12.2","2.3","16.6","3.0","14.0","3.0","30.4","3.0","131150","11498","174786","10663","30.3","(X)","(X)","(X)","(X)","(X)","25501","1278","N","N","13450","1677","0.9","0.7","N","N","9.3","4.0","2.0","1.7","N","N","5.0","3.1","2.9","2.1","N","N","5.2","2.9","2.2","1.4","N","N","6.2","2.7","4.4","2.4","N","N","7.6","3.0","7.1","2.2","N","N","10.8","3.5","10.6","2.9","N","N","15.4","4.3","17.3","3.4","N","N","14.8","4.3","17.1","4.2","N","N","8.3","2.8","35.5","3.9","N","N","17.5","5.0","153997","12715","174216","10502","87184","10074","198999","13438","N","N","118902","15987","(X)","(X)","(X)","(X)","(X)","(X)","32.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"1600000US0668378","San Ramon city, California","26474","1163","3.0","1.9","1.7","1.3","2.8","1.6","2.8","1.4","4.6","2.1","8.2","2.8","5.8","2.0","13.2","3.6","14.7","3.2","43.1","4.6","175974","16477","195087","11855","23.7","(X)","(X)","(X)","(X)","(X)","20852","1057","N","N","5622","1214","0.8","0.9","N","N","12.6","8.8","0.5","0.6","N","N","6.4","5.5","1.4","1.1","N","N","7.9","5.5","1.7","1.3","N","N","7.0","4.6","4.0","2.0","N","N","7.2","4.8","7.2","3.1","N","N","11.9","6.4","5.5","2.1","N","N","7.2","5.1","12.7","4.0","N","N","13.5","7.4","16.6","4.0","N","N","7.7","5.4","49.7","5.2","N","N","18.7","7.8","199194","13939","203083","12271","71198","20735","212688","12816","N","N","128028","36698","(X)","(X)","(X)","(X)","(X)","(X)","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.5","(X)",
"1600000US0669000","Santa Ana city, California","78786","2383","3.8","1.0","3.2","1.0","8.3","1.5","7.8","1.3","13.0","2.1","21.5","2.4","14.3","1.8","16.5","2.0","7.1","1.2","4.6","0.9","65313","4203","81504","3102","55.0","(X)","(X)","(X)","(X)","(X)","62912","1799","41587","2178","15874","2274","2.3","0.8","1.6","0.9","11.3","3.7","2.5","1.0","1.7","1.2","9.8","3.6","8.7","1.7","5.4","1.7","10.7","3.7","8.7","1.6","8.5","1.9","7.9","2.8","14.3","2.3","12.8","2.5","13.3","4.5","21.7","2.6","21.6","3.2","18.2","5.3","14.2","1.9","14.1","2.5","9.6","3.8","16.4","2.2","20.2","3.1","13.8","4.5","6.7","1.4","8.1","1.8","5.2","2.3","4.6","1.0","6.0","1.5","0.3","0.4","65117","3985","72505","3633","46672","6985","81530","3586","N","N","57933","6039","(X)","(X)","(X)","(X)","(X)","(X)","56.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)",
"1600000US0669070","Santa Barbara city, California","35647","1738","4.9","1.8","3.3","2.2","6.5","2.5","5.8","1.8","10.9","2.8","16.9","3.4","12.3","2.9","17.2","3.4","7.7","2.3","14.4","2.8","78381","6626","106701","7936","36.3","(X)","(X)","(X)","(X)","(X)","21504","1353","N","N","14143","1670","2.5","1.5","N","N","9.7","4.4","2.3","2.1","N","N","5.0","4.0","6.0","3.3","N","N","8.2","4.1","5.2","2.5","N","N","6.1","2.7","11.0","3.4","N","N","13.9","5.2","14.9","4.3","N","N","19.1","5.8","11.5","3.5","N","N","12.5","4.9","19.7","4.6","N","N","14.5","4.1","8.8","3.5","N","N","3.7","2.1","18.2","3.9","N","N","7.1","3.5","90816","13468","111519","12147","58724","10473","120352","10385","N","N","79639","11987","(X)","(X)","(X)","(X)","(X)","(X)","37.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)",
"1600000US0669084","Santa Clara city, California","45173","2282","3.0","1.2","2.8","1.5","5.8","2.4","4.0","1.7","6.5","2.2","8.2","2.3","10.0","2.3","18.2","2.6","17.5","3.1","24.3","3.0","127245","10986","146115","8583","32.0","(X)","(X)","(X)","(X)","(X)","29783","2276","N","N","15390","2202","2.4","1.4","N","N","4.1","2.6","0.7","0.9","N","N","6.7","4.4","4.4","3.0","N","N","12.0","5.6","1.8","1.3","N","N","8.3","4.0","5.8","2.6","N","N","5.3","2.5","7.0","2.2","N","N","11.5","4.4","10.7","2.9","N","N","8.6","3.9","20.0","3.4","N","N","15.8","4.4","18.0","3.4","N","N","14.0","6.2","29.2","3.6","N","N","13.8","4.9","144148","7364","158281","14570","80826","21635","163478","10250","N","N","107313","14510","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)",
"1600000US0669088","Santa Clarita city, California","67509","2561","3.6","1.4","2.2","0.9","4.8","1.4","4.6","1.5","7.5","1.4","14.3","2.0","12.4","1.9","22.0","2.5","13.8","2.0","14.8","1.7","100710","5108","119291","4930","31.3","(X)","(X)","(X)","(X)","(X)","50391","1831","39469","2129","17118","2284","2.2","1.2","1.1","0.7","7.8","3.7","1.1","0.9","0.3","0.3","5.5","2.3","4.3","1.7","2.1","1.0","8.2","3.0","3.9","1.4","2.2","1.3","8.7","3.0","6.6","1.5","5.8","1.6","11.5","3.5","12.3","2.0","11.0","2.1","17.4","4.3","12.4","2.1","13.1","2.5","12.8","3.8","25.4","3.1","26.9","3.7","12.8","3.9","14.2","2.0","16.0","2.4","10.3","4.1","17.5","2.3","21.3","2.4","4.9","2.2","111712","4743","124213","5348","62030","11139","128899","5784","N","N","82547","7792","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)",
"1600000US0669112","Santa Cruz city, California","21707","1564","9.1","3.8","3.5","1.9","9.8","4.3","5.7","3.6","9.7","5.3","9.9","3.4","9.9","4.1","16.0","4.7","9.9","3.1","16.4","3.4","85758","18314","113725","12294","29.4","(X)","(X)","(X)","(X)","(X)","11108","1264","N","N","10599","1609","3.2","2.3","N","N","16.4","7.2","0.2","0.3","N","N","6.1","3.7","5.5","5.3","N","N","14.3","6.6","3.7","3.0","N","N","7.9","5.5","12.6","8.1","N","N","8.5","4.3","8.3","4.2","N","N","12.3","5.6","7.1","4.3","N","N","12.4","6.3","21.3","7.3","N","N","11.3","5.3","13.7","4.6","N","N","3.5","2.7","24.4","4.2","N","N","7.3","4.4","115965","13130","126975","25932","42398","19564","144059","15651","N","N","76702","19672","(X)","(X)","(X)","(X)","(X)","(X)","19.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.3","(X)",
"1600000US0669196","Santa Maria city, California","26336","1468","2.3","1.4","2.5","1.3","6.3","2.5","9.4","2.7","14.6","3.5","21.3","4.2","18.7","3.5","16.6","3.5","5.7","2.7","2.7","1.6","66976","3863","77832","5743","44.4","(X)","(X)","(X)","(X)","(X)","22883","1245","N","N","3453","879","2.2","1.7","N","N","7.9","5.6","1.6","1.3","N","N","11.8","6.5","6.2","2.7","N","N","25.4","11.6","11.8","3.6","N","N","15.6","8.4","17.2","4.3","N","N","10.5","5.8","20.6","4.0","N","N","17.3","8.2","19.3","4.0","N","N","4.4","4.4","12.5","3.9","N","N","6.0","4.6","6.3","3.2","N","N","1.1","1.8","2.4","1.8","N","N","0.0","5.2","62305","6458","70412","10608","30231","10242","74815","6711","N","N","38690","6689","(X)","(X)","(X)","(X)","(X)","(X)","39.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","(X)",
"1600000US0670000","Santa Monica city, California","44495","2154","7.4","2.3","4.1","1.6","7.2","2.4","6.3","2.3","5.9","1.8","10.7","2.6","10.3","2.5","14.7","2.7","11.7","2.6","21.8","3.4","96138","9531","156679","17027","33.0","(X)","(X)","(X)","(X)","(X)","18174","1583","N","N","26321","2914","2.9","2.1","N","N","10.5","3.8","1.4","1.6","N","N","5.9","2.5","1.2","1.3","N","N","11.3","3.8","7.2","3.7","N","N","5.6","2.7","6.2","3.4","N","N","6.7","2.3","10.8","3.5","N","N","10.1","3.1","9.2","4.0","N","N","10.5","3.2","11.2","3.4","N","N","17.1","3.9","14.6","4.3","N","N","9.7","3.5","35.3","5.7","N","N","12.5","3.8","149788","21182","176610","17569","72262","14968","219589","27905","N","N","110063","16816","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)",
"1600000US0670098","Santa Rosa city, California","65587","2409","5.3","1.8","3.4","1.2","5.7","1.4","6.4","1.7","12.9","2.7","16.4","2.4","15.1","2.2","20.1","2.7","8.3","1.7","6.3","1.4","74774","4390","88889","4675","32.2","(X)","(X)","(X)","(X)","(X)","40096","2132","N","N","25491","2797","3.8","2.1","N","N","8.7","3.5","0.8","0.7","N","N","7.7","2.8","4.5","2.2","N","N","11.9","3.4","6.5","2.3","N","N","6.9","2.4","11.0","3.0","N","N","13.1","3.8","18.3","3.3","N","N","16.7","4.2","14.9","3.3","N","N","14.6","3.4","22.1","3.2","N","N","14.2","3.8","9.8","2.3","N","N","3.7","1.8","8.4","1.9","N","N","2.6","1.9","83792","5786","93000","7860","51402","4667","100688","6728","N","N","63728","5654","(X)","(X)","(X)","(X)","(X)","(X)","29.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)",
"1600000US0672016","Simi Valley city, California","43069","1466","2.7","1.0","1.3","0.8","5.1","2.0","5.7","1.9","10.7","2.3","15.3","2.8","12.2","2.3","19.8","3.2","13.6","2.7","13.6","2.2","92260","7955","119287","8166","39.4","(X)","(X)","(X)","(X)","(X)","30605","1702","N","N","12464","1697","1.6","1.0","N","N","5.9","3.1","0.9","0.8","N","N","1.7","1.3","2.9","1.5","N","N","10.9","5.4","2.6","1.6","N","N","15.2","5.5","7.1","2.5","N","N","23.8","7.0","13.3","2.7","N","N","17.9","5.2","13.0","2.8","N","N","9.5","3.9","23.8","3.7","N","N","10.0","4.7","16.9","3.5","N","N","3.8","3.2","18.0","2.9","N","N","1.3","1.2","115151","10128","129652","13946","44031","5418","140982","10856","N","N","57998","6696","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.4","(X)",
"1600000US0673080","South Gate city, California","23691","1077","4.0","1.7","5.4","2.2","8.6","2.4","12.6","2.9","12.0","3.0","24.9","4.4","15.6","3.5","9.3","2.0","4.2","1.5","3.5","2.0","55128","6003","67965","6217","40.2","(X)","(X)","(X)","(X)","(X)","20251","846","N","N","3440","791","3.1","1.7","N","N","15.6","8.7","4.0","2.1","N","N","16.1","7.8","8.1","2.6","N","N","11.3","6.4","14.3","3.3","N","N","15.2","7.9","11.1","2.9","N","N","19.9","9.7","27.6","4.5","N","N","13.8","7.2","16.8","3.9","N","N","3.3","3.1","8.4","2.3","N","N","3.4","3.8","3.4","1.4","N","N","0.0","5.2","3.2","2.1","N","N","1.4","2.4","55129","5111","63942","9465","30222","8728","65654","5648","N","N","46886","24159","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)",
"1600000US0673262","South San Francisco city, California","20774","1441","2.4","1.6","2.7","2.0","4.7","2.8","3.6","2.4","5.1","2.4","14.2","4.5","15.9","4.2","18.3","4.6","11.6","3.2","21.6","4.9","102365","12975","137442","13682","39.7","(X)","(X)","(X)","(X)","(X)","15646","1117","N","N","5128","1241","1.8","1.8","N","N","5.6","4.2","1.0","1.2","N","N","7.7","6.8","2.9","2.0","N","N","9.9","10.0","1.3","1.3","N","N","10.6","8.2","3.8","2.1","N","N","9.6","6.8","10.9","4.7","N","N","28.0","11.6","20.3","4.8","N","N","2.0","2.9","21.2","6.1","N","N","13.4","7.4","10.0","3.1","N","N","9.0","6.7","26.6","6.0","N","N","4.1","3.9","115352","10666","125789","15511","56725","12355","155232","15296","N","N","71527","14298","(X)","(X)","(X)","(X)","(X)","(X)","44.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)",
"1600000US0673430","South Whittier CDP, California","15783","1286","4.3","2.8","2.1","1.6","5.4","2.7","4.1","1.9","10.2","3.8","17.3","4.2","14.4","4.6","24.8","5.5","12.1","3.4","5.3","2.9","87822","11215","95537","8368","49.9","(X)","(X)","(X)","(X)","(X)","13206","1434","N","N","2577","724","2.9","2.4","N","N","11.8","11.3","2.1","1.9","N","N","1.9","3.2","3.2","1.7","N","N","16.5","12.6","3.1","2.0","N","N","8.8","6.8","9.6","4.1","N","N","17.9","9.9","15.5","4.2","N","N","24.0","13.1","17.2","5.0","N","N","8.9","10.2","28.4","6.0","N","N","6.6","6.5","11.7","3.7","N","N","3.6","4.4","6.3","3.5","N","N","0.0","6.9","95166","6695","105155","10559","47198","7734","102145","9103","N","N","50505","10738","(X)","(X)","(X)","(X)","(X)","(X)","50.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)",
