"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"1600000US0656700","Perris city, California","17582","1469","3.5","2.8","4.6","3.2","6.7","3.8","4.3","2.6","11.7","5.1","22.4","6.1","14.0","5.3","22.3","6.7","8.7","4.4","1.9","1.3","70714","12952","79521","7281","61.0","(X)","(X)","(X)","(X)","(X)","15147","1075","0.4","0.5","1.1","1.4","6.8","4.2","6.2","3.1","13.5","6.2","22.1","7.0","14.8","5.6","23.2","7.4","9.6","5.0","2.2","1.5","74899","9817","83971","7653","(X)","(X)","60.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81497","15444","N","N","(X)","(X)","(X)","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","45.3","(X)",
"1600000US0657456","Pittsburg city, California","21273","1507","6.0","2.9","5.7","2.7","2.6","1.7","4.9","2.6","7.5","2.9","17.7","4.5","17.8","4.9","18.4","4.3","9.3","3.1","10.1","3.3","82960","7777","101695","12845","50.4","(X)","(X)","(X)","(X)","(X)","15717","1139","3.7","2.6","1.6","2.0","2.8","2.5","5.0","3.1","7.6","3.3","24.0","6.1","16.5","6.2","19.2","5.2","10.8","4.1","8.7","2.9","83198","12131","98837","7586","(X)","(X)","52.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99136","7361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5556","1258","14.5","8.0","16.4","8.7","4.4","3.9","5.8","4.5","8.4","6.6","7.1","4.5","13.9","8.5","15.4","7.1","5.3","5.0","8.8","7.1","50565","39025","94856","44701","(X)","(X)","(X)","(X)","39.1","(X)",
"1600000US0657792","Pleasanton city, California","28994","1127","1.2","1.1","2.3","1.2","6.2","2.6","3.5","2.1","2.1","1.2","8.7","2.6","7.6","2.2","15.5","3.3","16.7","3.3","36.2","3.9","156063","13922","207226","16269","24.2","(X)","(X)","(X)","(X)","(X)","23008","933","1.1","1.5","0.6","0.7","2.7","1.7","1.0","1.1","1.4","0.9","8.9","3.0","6.4","2.1","16.7","3.8","19.3","3.9","41.9","4.6","176993","13246","235176","19809","(X)","(X)","26.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","186287","12018","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5986","1134","5.1","5.1","8.6","5.5","19.6","10.2","9.9","7.5","5.0","3.5","8.1","5.3","12.3","6.8","12.3","5.0","7.7","4.4","11.4","7.5","53447","26478","94558","24222","(X)","(X)","(X)","(X)","13.4","(X)",
"1600000US0658072","Pomona city, California","40579","1795","5.3","1.8","3.6","1.3","5.8","1.7","7.8","1.9","13.3","2.9","19.3","3.3","16.7","3.4","17.0","2.8","7.1","1.9","4.3","2.0","67202","4066","82541","6309","44.3","(X)","(X)","(X)","(X)","(X)","31692","1429","5.2","2.1","2.9","1.5","4.6","1.8","7.8","2.0","14.7","3.4","19.0","3.9","17.3","3.1","17.6","3.1","7.4","2.1","3.5","1.8","68757","4881","81712","5842","(X)","(X)","44.6","(X)","(X)","(X)","20064","1734","2.1","1.6","1.3","1.0","2.7","1.5","4.7","1.9","13.6","4.3","18.7","4.0","19.2","4.2","22.1","4.5","10.2","3.2","5.5","2.9","82451","9419","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8887","1443","12.0","5.3","6.8","3.7","13.5","6.3","14.3","6.1","6.5","3.8","14.7","6.5","9.8","5.4","13.2","5.2","3.2","2.3","6.0","4.8","39096","17027","70386","20138","(X)","(X)","(X)","(X)","34.7","(X)",
"1600000US0659444","Rancho Cordova city, California","24907","1327","4.8","2.9","4.5","2.3","9.2","3.2","6.1","2.0","8.3","2.6","20.4","3.4","15.8","3.3","19.4","3.3","6.3","2.0","5.2","2.1","71655","5196","81548","5799","40.8","(X)","(X)","(X)","(X)","(X)","16525","893","3.0","2.6","2.9","2.8","8.6","3.9","6.5","2.8","4.1","2.8","18.7","4.2","18.6","4.7","24.1","4.6","6.8","2.5","6.7","2.9","79102","6266","91026","7032","(X)","(X)","42.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88607","14983","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8382","1434","11.1","6.7","7.7","3.9","11.2","5.2","5.0","3.0","15.5","5.2","26.1","7.6","7.6","3.4","8.4","3.6","6.0","3.6","1.4","1.3","49247","6920","58636","7220","(X)","(X)","(X)","(X)","36.5","(X)",
"1600000US0659451","Rancho Cucamonga city, California","59497","3037","4.0","2.1","3.1","1.3","4.3","1.7","5.9","2.0","8.6","2.5","14.3","2.6","13.3","2.9","23.0","3.8","11.1","2.3","12.3","2.3","92773","4684","110190","6732","30.1","(X)","(X)","(X)","(X)","(X)","42305","1795","1.9","1.3","2.7","1.6","3.5","1.7","6.9","2.6","6.3","2.1","12.3","3.2","14.7","3.4","22.7","3.7","13.7","3.1","15.3","2.8","102168","9341","121682","7079","(X)","(X)","31.8","(X)","(X)","(X)","31169","2096","0.2","0.3","1.7","1.1","1.9","1.2","5.5","3.4","5.8","2.5","10.8","3.5","14.6","4.1","25.7","5.1","14.5","3.2","19.2","3.8","120057","9416","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17192","3048","9.0","5.5","6.3","3.7","8.2","4.5","5.9","2.8","14.7","6.2","15.4","4.5","9.2","4.3","24.1","8.4","3.4","2.1","3.7","2.6","60292","9391","74360","11674","(X)","(X)","(X)","(X)","25.9","(X)",
"1600000US0659920","Redding city, California","37757","1780","5.0","2.0","5.8","2.2","9.0","2.6","6.0","1.9","15.0","2.9","17.2","2.8","16.3","3.1","14.6","2.9","6.6","1.6","4.5","1.6","63165","5159","77570","4678","44.9","(X)","(X)","(X)","(X)","(X)","22103","1414","3.2","2.0","1.2","1.0","8.1","3.3","4.4","2.4","11.5","3.5","20.4","4.2","18.2","3.7","16.8","3.8","9.7","3.0","6.5","2.4","76341","6266","92570","7874","(X)","(X)","42.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87907","7646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15654","1930","7.6","3.8","12.7","4.8","11.1","4.5","9.8","4.0","19.6","6.1","13.5","4.0","12.3","5.3","9.6","3.9","3.3","2.5","0.5","0.6","39185","5229","53364","6488","(X)","(X)","(X)","(X)","48.3","(X)",
"1600000US0659962","Redlands city, California","26115","1543","5.1","3.5","2.7","1.6","8.8","3.3","5.2","2.4","12.5","3.9","16.6","4.2","8.5","2.3","19.5","4.4","9.1","3.2","12.0","3.2","72410","15911","104375","11796","25.8","(X)","(X)","(X)","(X)","(X)","16544","1020","0.3","0.5","1.0","1.1","8.3","4.1","1.0","1.3","13.9","5.0","15.6","5.3","8.9","3.6","23.5","5.9","10.5","4.8","17.1","5.0","101623","11251","127607","16954","(X)","(X)","25.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","109468","7714","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9571","1677","13.5","8.9","5.7","4.3","11.3","6.0","12.4","6.0","9.1","6.2","21.5","7.4","9.4","3.9","7.1","4.8","6.7","4.0","3.3","2.4","41651","19790","60870","10953","(X)","(X)","(X)","(X)","26.4","(X)",
"1600000US0660018","Redondo Beach city, California","26360","1653","0.8","0.7","0.5","0.5","2.0","1.2","2.5","1.8","6.9","2.9","14.2","3.9","16.9","4.6","19.0","4.5","12.7","3.6","24.4","4.3","109019","14059","158898","14092","26.0","(X)","(X)","(X)","(X)","(X)","15117","1001","0.0","1.3","0.0","1.3","0.5","0.6","0.0","1.3","5.6","3.9","11.3","4.8","9.7","4.7","22.9","6.9","15.1","5.3","35.0","6.1","150504","25499","190384","17762","(X)","(X)","29.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","163328","20685","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11243","1958","2.0","1.6","1.1","1.3","4.0","2.7","5.8","4.2","8.6","4.2","18.6","6.0","26.3","7.6","16.0","5.4","7.4","3.2","10.3","3.2","82328","7760","114585","20353","(X)","(X)","(X)","(X)","18.8","(X)",
"1600000US0660102","Redwood City city, California","32199","2119","1.9","1.2","1.9","1.0","4.9","2.3","3.4","1.6","8.3","2.5","11.0","3.3","6.6","2.0","16.2","3.2","11.4","2.6","34.4","4.7","138913","17229","191962","18792","27.6","(X)","(X)","(X)","(X)","(X)","19769","1286","0.6","0.7","1.2","1.0","2.3","1.6","2.1","1.4","8.9","3.3","12.2","4.7","4.8","2.0","17.1","4.1","11.7","3.1","39.1","6.1","153592","22560","210157","24768","(X)","(X)","28.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","175505","31322","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12430","1956","4.0","2.8","3.5","2.3","9.3","5.2","5.5","3.6","9.0","4.1","11.2","4.3","8.1","4.4","12.9","4.5","10.6","4.8","25.8","6.9","96663","23576","154967","28981","(X)","(X)","(X)","(X)","24.6","(X)",
"1600000US0660466","Rialto city, California","24751","1337","4.2","2.4","2.8","1.2","6.7","2.3","7.4","2.7","11.4","3.1","21.2","4.2","15.6","3.6","18.9","3.7","7.9","3.0","3.9","1.4","70188","6764","83894","6092","60.2","(X)","(X)","(X)","(X)","(X)","21181","1187","5.2","3.0","2.1","1.3","6.8","2.9","7.9","3.2","12.9","3.8","19.5","3.9","13.2","3.2","23.3","4.7","6.0","2.4","3.3","1.6","69502","7284","82111","6655","(X)","(X)","59.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85770","16994","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3570","902","10.3","8.9","10.1","4.4","17.8","9.3","6.1","4.1","8.0","5.2","20.3","11.2","21.7","12.7","0.0","5.2","3.1","5.1","2.6","4.3","43562","21525","51611","13663","(X)","(X)","(X)","(X)","38.6","(X)",
"1600000US0660620","Richmond city, California","36634","2045","4.0","2.1","4.7","2.6","7.7","2.9","9.4","3.3","6.2","2.4","19.7","4.3","14.2","3.0","18.2","3.2","8.5","2.1","7.4","1.7","72130","8087","92502","6190","32.0","(X)","(X)","(X)","(X)","(X)","25505","1444","2.5","2.4","3.0","2.7","6.0","3.3","13.3","5.1","6.2","2.7","18.1","4.8","15.5","3.7","17.0","4.2","9.4","2.8","9.0","2.5","76010","8942","96133","8221","(X)","(X)","31.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89635","14547","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11129","1928","8.3","3.6","10.2","6.2","12.8","5.7","7.1","4.7","5.0","4.0","21.6","8.7","9.3","4.3","16.4","5.6","6.1","3.7","3.2","2.0","56458","5952","72205","11364","(X)","(X)","(X)","(X)","25.5","(X)",
"1600000US0662000","Riverside city, California","87189","3049","3.9","1.1","3.6","1.0","6.1","1.2","6.6","1.3","11.5","1.8","20.1","2.2","13.8","1.9","19.8","2.0","7.9","1.4","6.7","1.4","71967","2872","89636","3849","47.4","(X)","(X)","(X)","(X)","(X)","63831","1919","2.4","0.9","1.9","1.0","5.3","1.5","6.0","1.7","11.1","2.2","19.8","2.7","14.4","2.2","21.7","2.5","9.3","1.7","8.1","1.7","82148","5911","98166","4342","(X)","(X)","47.9","(X)","(X)","(X)","42762","2162","0.8","0.6","1.6","1.3","0.9","0.5","4.4","1.8","8.3","2.0","18.5","3.1","16.3","2.8","25.3","3.2","12.0","2.3","11.9","2.6","99309","3337","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23358","2870","10.1","3.7","8.2","2.6","12.4","3.3","10.2","2.7","11.7","3.1","21.6","5.0","10.1","3.2","11.3","3.1","2.4","1.7","2.2","1.3","47105","6392","56681","5185","(X)","(X)","(X)","(X)","41.2","(X)",
"1600000US0662364","Rocklin city, California","23612","1274","2.8","1.8","0.9","0.8","4.7","2.2","4.7","2.5","8.6","2.5","12.2","2.8","17.5","3.9","22.2","4.3","12.0","3.2","14.5","3.4","98514","4446","114580","6568","25.4","(X)","(X)","(X)","(X)","(X)","17449","1032","1.2","1.1","0.5","0.6","2.1","1.5","2.7","2.2","6.2","2.2","10.9","2.9","17.5","4.4","25.7","5.5","15.1","4.1","18.0","4.1","115045","9136","130326","7106","(X)","(X)","25.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121573","7530","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6163","1361","7.4","6.3","2.1","2.5","12.9","6.8","9.2","6.7","15.9","6.7","16.4","7.8","18.8","8.6","12.4","7.6","2.2","2.3","2.8","3.7","52014","8798","65719","11809","(X)","(X)","(X)","(X)","23.1","(X)",
"1600000US0662938","Roseville city, California","53093","1722","3.2","1.2","2.3","0.9","4.7","1.4","4.3","1.3","6.6","1.9","15.2","2.7","12.4","2.3","22.6","3.1","13.2","2.5","15.5","2.5","101101","4222","120564","6513","30.0","(X)","(X)","(X)","(X)","(X)","37743","1784","1.2","0.9","0.9","0.8","3.7","1.8","3.4","1.4","7.7","2.4","10.1","2.4","12.0","3.0","25.1","3.8","16.2","3.5","19.8","3.2","120719","5696","137445","8028","(X)","(X)","28.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","130189","8953","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15350","2076","8.3","3.1","6.2","3.4","9.2","3.1","6.9","3.5","6.9","3.2","23.7","6.2","13.9","3.8","17.1","5.4","4.9","2.4","3.0","2.1","61585","7791","72259","6254","(X)","(X)","(X)","(X)","32.2","(X)",
"1600000US0664000","Sacramento city, California","191911","3797","4.7","0.8","4.7","0.8","8.5","1.0","8.7","1.1","10.7","1.4","16.0","1.3","14.0","1.4","17.1","1.7","8.1","1.0","7.6","1.0","69134","4627","89564","3209","34.8","(X)","(X)","(X)","(X)","(X)","111144","3342","2.5","1.0","2.2","0.7","6.9","1.4","8.3","1.5","11.2","1.7","15.3","1.8","14.9","1.9","19.8","2.4","9.1","1.5","9.9","1.4","80654","3182","101246","4481","(X)","(X)","37.2","(X)","(X)","(X)","71886","3169","1.0","0.6","0.8","0.5","4.8","1.4","5.0","1.4","7.8","1.6","14.2","2.2","17.0","2.6","23.0","3.0","12.4","2.0","13.9","1.9","97707","7376","121977","5422","(X)","(X)","(X)","(X)","(X)","(X)","80767","4445","8.2","1.6","8.9","1.7","11.6","1.9","9.7","1.7","11.0","2.0","17.6","2.3","12.1","1.8","12.3","2.0","4.6","1.2","4.1","1.1","50648","3359","68203","4511","(X)","(X)","(X)","(X)","29.9","(X)",
"1600000US0664224","Salinas city, California","39862","1748","3.0","1.4","3.2","1.2","12.0","2.6","5.9","1.9","11.9","2.7","17.6","3.1","17.7","3.8","18.3","3.0","5.6","1.7","4.9","1.7","69117","7213","81592","5206","39.1","(X)","(X)","(X)","(X)","(X)","30761","1585","6.2","2.6","1.6","1.6","7.9","2.8","7.7","2.7","11.1","3.2","20.0","3.8","19.0","3.9","15.3","2.7","6.5","2.2","4.7","1.6","69089","5435","81261","5911","(X)","(X)","38.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80782","7191","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9101","1497","3.6","2.4","13.6","5.0","17.1","7.0","5.4","3.4","8.9","4.6","14.9","5.7","11.0","6.3","19.1","6.0","2.3","1.5","4.2","5.1","50854","8421","67553","11458","(X)","(X)","(X)","(X)","32.0","(X)",
"1600000US0665000","San Bernardino city, California","60308","2414","8.0","2.0","5.7","1.6","8.9","1.7","11.4","2.9","16.2","2.6","16.2","2.5","14.8","2.9","10.9","2.0","4.8","1.6","3.1","1.1","49721","4055","66575","4809","38.4","(X)","(X)","(X)","(X)","(X)","44861","1961","8.3","3.1","3.1","1.8","9.5","2.4","11.4","2.7","15.8","2.7","16.8","3.2","15.6","3.4","11.4","2.4","5.4","2.0","2.9","1.2","52220","4804","67329","5480","(X)","(X)","40.0","(X)","(X)","(X)","25116","2231","3.0","2.1","1.6","1.2","7.4","3.0","8.5","3.3","15.1","3.7","17.7","4.5","19.0","4.6","15.9","3.7","7.7","3.0","4.2","1.8","66854","10672","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15447","1987","13.1","4.2","14.6","4.4","12.7","4.7","9.7","4.4","15.8","4.1","12.4","4.7","10.9","5.0","6.7","3.5","0.6","0.7","3.6","3.0","34824","7121","53702","11422","(X)","(X)","(X)","(X)","28.4","(X)",
"1600000US0665042","San Buenaventura (Ventura) city, California","40513","1998","4.6","1.8","2.5","1.2","4.7","1.9","5.0","1.6","9.2","2.8","19.8","3.8","13.2","3.2","18.0","3.4","12.0","2.9","11.0","2.1","84110","8812","110968","9266","41.6","(X)","(X)","(X)","(X)","(X)","26748","1418","0.8","0.7","0.4","0.5","3.7","2.3","4.1","2.3","10.4","3.6","16.7","4.0","15.4","4.0","18.7","4.3","14.6","3.5","15.3","3.4","96948","13312","127431","10915","(X)","(X)","42.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","120923","10317","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13765","1771","12.5","4.9","6.4","3.6","8.2","3.7","6.6","2.5","7.2","3.1","24.0","7.0","13.0","5.2","14.4","4.6","5.5","2.7","2.1","1.4","58768","9599","73388","16021","(X)","(X)","(X)","(X)","37.8","(X)",
"1600000US0665084","San Clemente city, California","23182","1259","3.3","1.9","3.5","2.5","2.2","1.4","3.5","2.1","7.3","3.5","7.8","2.7","11.2","3.0","16.7","4.1","12.8","3.6","31.8","5.0","127650","21134","168408","17267","32.3","(X)","(X)","(X)","(X)","(X)","17241","837","2.0","1.8","0.0","1.1","1.7","1.2","1.0","1.0","6.8","4.3","6.4","3.1","10.7","3.3","18.3","5.0","12.9","3.8","40.1","6.0","154015","20553","197303","22184","(X)","(X)","30.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","185866","25096","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5941","1191","8.3","5.7","13.5","9.7","3.8","4.1","10.1","7.6","9.0","4.6","14.2","6.7","14.6","6.8","10.0","5.9","9.3","6.0","7.0","5.2","57809","15936","78640","14414","(X)","(X)","(X)","(X)","32.5","(X)",
"1600000US0666000","San Diego city, California","512530","7052","4.3","0.5","3.9","0.4","5.7","0.6","5.6","0.6","9.0","0.6","15.4","0.9","13.4","0.9","19.0","0.9","9.5","0.7","14.1","0.8","85507","2111","114244","2431","36.1","(X)","(X)","(X)","(X)","(X)","311696","5997","2.2","0.5","2.2","0.5","3.6","0.6","5.6","0.8","8.7","1.0","13.8","1.2","13.4","1.4","20.1","1.1","11.8","1.0","18.5","1.2","100470","2542","132846","3643","(X)","(X)","36.4","(X)","(X)","(X)","237945","6044","0.9","0.4","1.8","0.5","2.8","0.6","4.0","0.8","7.3","1.0","11.8","1.3","12.8","1.4","22.0","1.2","13.7","1.3","22.8","1.5","118148","4845","150279","4567","(X)","(X)","(X)","(X)","(X)","(X)","200834","7768","8.0","1.0","6.8","0.9","9.5","1.3","6.2","0.9","10.4","1.2","17.8","1.5","13.3","1.3","16.2","1.4","5.5","0.9","6.3","1.0","61890","2007","80526","3256","(X)","(X)","(X)","(X)","34.1","(X)",
"1600000US0667000","San Francisco city, California","365851","4759","4.0","0.6","5.1","0.8","4.8","0.7","4.2","0.7","5.8","0.7","10.2","0.8","8.2","0.8","15.0","1.0","11.9","0.8","30.7","1.1","123859","4727","173858","4960","34.2","(X)","(X)","(X)","(X)","(X)","167865","5187","1.9","0.7","2.0","0.6","4.1","0.9","3.4","0.8","6.2","1.0","10.8","1.3","8.8","1.3","16.3","1.4","12.0","1.1","34.6","1.8","140707","4305","195102","8770","(X)","(X)","37.1","(X)","(X)","(X)","127692","4662","1.0","0.5","1.3","0.5","3.6","0.8","2.3","0.7","4.3","1.0","8.0","1.3","7.9","1.3","16.1","1.5","13.6","1.3","42.0","2.2","164939","5972","N","N","(X)","(X)","(X)","(X)","(X)","(X)","197986","5582","6.1","1.0","7.7","1.2","5.6","1.0","5.2","1.1","5.7","1.0","10.0","1.1","7.9","1.0","13.9","1.3","11.5","1.3","26.5","1.7","105235","7179","151619","6743","(X)","(X)","(X)","(X)","30.4","(X)",
"1600000US0668000","San Jose city, California","327894","5001","2.7","0.5","3.1","0.6","4.5","0.6","4.9","0.7","6.7","0.8","11.6","0.9","10.5","0.8","17.1","1.1","13.0","0.9","25.9","1.0","115893","4636","153596","3450","33.7","(X)","(X)","(X)","(X)","(X)","233134","5021","1.7","0.5","1.0","0.3","3.1","0.6","4.2","0.7","6.0","1.0","11.7","1.1","11.5","1.0","16.7","1.5","14.2","1.2","29.9","1.3","130829","5598","171346","4569","(X)","(X)","34.9","(X)","(X)","(X)","174841","5377","1.0","0.4","0.5","0.3","3.1","0.7","2.8","0.7","4.5","0.9","9.1","1.1","9.6","1.0","16.6","1.6","15.8","1.3","37.1","1.7","156490","5998","196518","5856","(X)","(X)","(X)","(X)","(X)","(X)","94760","4487","6.4","1.4","8.6","1.8","8.2","1.4","7.5","1.6","9.2","1.4","12.1","1.8","9.7","1.7","16.3","2.1","8.8","1.5","13.1","1.6","68749","5868","99200","4446","(X)","(X)","(X)","(X)","28.1","(X)",
"1600000US0668084","San Leandro city, California","31691","2468","2.7","1.2","3.6","1.9","5.4","2.5","7.6","2.9","8.8","2.7","13.1","3.4","11.3","2.9","21.5","4.6","12.7","3.4","13.2","3.0","95072","13019","107915","7504","37.4","(X)","(X)","(X)","(X)","(X)","19667","1468","1.1","1.4","2.3","2.4","4.4","2.8","5.6","3.3","4.7","2.2","13.7","4.4","12.1","4.1","22.1","4.9","16.8","4.5","17.2","4.1","110093","12345","124946","9505","(X)","(X)","42.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","128376","12698","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12024","2330","7.2","3.2","8.2","4.7","7.1","4.5","12.1","5.3","17.9","6.2","11.5","4.0","7.4","3.1","17.2","7.0","6.6","3.9","4.8","4.0","47925","6304","69662","9857","(X)","(X)","(X)","(X)","27.8","(X)",
"1600000US0668196","San Marcos city, California","30852","2060","6.3","3.5","3.2","1.8","6.1","2.4","7.7","3.5","9.1","3.0","15.7","3.5","8.6","2.7","18.8","3.6","10.9","3.2","13.6","3.0","80814","13050","110430","10566","34.9","(X)","(X)","(X)","(X)","(X)","21629","1251","2.5","2.5","0.6","0.7","7.5","3.7","6.4","4.4","7.8","3.4","14.2","3.6","8.8","3.7","22.2","4.9","12.4","4.0","17.5","4.2","102595","9762","128012","13707","(X)","(X)","35.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","126752","14564","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9223","1909","17.5","10.9","9.5","5.8","8.9","5.8","8.9","5.7","9.9","5.1","15.8","6.7","9.1","5.6","10.5","5.1","6.5","4.7","3.4","2.4","46472","18825","62030","12374","(X)","(X)","(X)","(X)","29.6","(X)",
"1600000US0668252","San Mateo city, California","39564","1868","3.7","1.9","1.7","1.4","5.0","2.1","3.1","1.4","5.2","2.1","9.6","2.6","6.3","1.6","15.7","3.2","15.1","2.8","34.7","3.4","149312","11021","181492","12410","26.4","(X)","(X)","(X)","(X)","(X)","23930","1432","1.3","1.5","0.2","0.3","3.2","2.1","3.4","1.8","2.2","1.9","7.5","3.3","4.5","1.6","16.7","4.2","16.2","3.4","44.8","4.6","180092","19852","220279","15900","(X)","(X)","30.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","208614","26055","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15634","2119","7.3","4.1","4.0","3.3","8.5","4.3","4.3","2.9","9.4","4.4","13.2","4.2","9.5","3.2","13.4","4.6","13.1","4.6","17.2","4.2","82730","12039","115088","14052","(X)","(X)","(X)","(X)","20.0","(X)",
